ID,Lat,Long
932,33.4583679,-111.9429335
933,33.4595652,-111.9435857
934,33.4598980,-111.9443630
935,33.4592614,-111.9444353
936,33.4592357,-111.9475925
937,33.4596742,-111.9475215
938,33.4591596,-111.9443940
939,33.4586355,-111.9446826
940,33.4624866,-111.9478649
941,33.4601549,-111.9430681
942,33.4617054,-111.9454841
943,33.4598777,-111.9432156
944,33.4585686,-111.9446064
945,33.4597835,-111.9497624
946,33.4602536,-111.9435527
947,33.4581321,-111.9430090
948,33.4596408,-111.9445714
949,33.4595972,-111.9450058
950,33.4581317,-111.9430115
951,33.4580926,-111.9429347
952,33.4576044,-111.9433809
953,33.4575374,-111.9435541
954,33.4590926,-111.9448213
955,33.4597411,-111.9428364
956,33.4622631,-111.9446877
957,33.4614707,-111.9482695
958,33.4614575,-111.9478281
959,33.4615459,-111.9481118
960,33.4615246,-111.9481874
961,33.4602125,-111.9488514
962,33.4601673,-111.9489574
963,33.4601602,-111.9490218
964,33.4614773,-111.9482133
965,33.4614870,-111.9477833
966,33.4597023,-111.9428487
967,33.4597579,-111.9496460
968,33.4616069,-111.9468684
969,33.4575279,-111.9427921
970,33.4574336,-111.9428341
971,33.4572990,-111.9428150
972,33.4572835,-111.9424424
973,33.4576047,-111.9430513
974,33.4574795,-111.9469938
975,33.4611381,-111.9485424
976,33.4586602,-111.9487529
977,33.4586590,-111.9487560
978,33.4582726,-111.9488169
979,33.4609222,-111.9438443
980,33.4595683,-111.9429663
981,33.4594944,-111.9449547
982,33.4575715,-111.9463854
983,33.4594578,-111.9448544
984,33.4573103,-111.9437698
985,33.4579347,-111.9422194
986,33.4576073,-111.9430520
987,33.4613847,-111.9461001
988,33.4621766,-111.9467159
989,33.4621948,-111.9467267
990,33.4622132,-111.9467129
991,33.4622286,-111.9466879
992,33.4622085,-111.9466562
993,33.4648078,-111.9425738
994,33.4612250,-111.9473577
995,33.4595931,-111.9428801
996,33.4611401,-111.9441476
997,33.4611403,-111.9441506
998,33.4620174,-111.9470451
999,33.4620185,-111.9470424
1000,33.4620183,-111.9470402
1001,33.4618781,-111.9470202
1002,33.4612613,-111.9451022
1003,33.4612602,-111.9451165
1004,33.4612233,-111.9447375
1005,33.4588829,-111.9448354
1006,33.4585043,-111.9448692
1007,33.4604341,-111.9438618
1008,33.4609060,-111.9483692
1009,33.4578162,-111.9426573
1010,33.4572876,-111.9425531
1011,33.4593569,-111.9445953
1012,33.4594051,-111.9446486
1013,33.4591527,-111.9449942
1014,33.4579243,-111.9479485
1015,33.4609071,-111.9483719
1016,33.4620188,-111.9470392
1017,33.4602215,-111.9481787
1018,33.4585122,-111.9471040
1019,33.4582874,-111.9474411
1020,33.4577798,-111.9471275
1021,33.4607140,-111.9486871
1022,33.4607258,-111.9486555
1023,33.4621181,-111.9470038
1024,33.4626872,-111.9464755
1025,33.4626315,-111.9465269
1026,33.4626288,-111.9465156
1027,33.4626569,-111.9465521
1028,33.4626421,-111.9464731
1029,33.4624928,-111.9469280
1030,33.4624416,-111.9469867
1031,33.4626472,-111.9464899
1032,33.4621812,-111.9446106
1033,33.4621753,-111.9446164
1034,33.4621802,-111.9445888
1035,33.4621681,-111.9446213
1036,33.4621707,-111.9445778
1037,33.4621619,-111.9445990
1038,33.4601747,-111.9434542
1039,33.4576149,-111.9442614
1040,33.4584335,-111.9453782
1041,33.4572380,-111.9434062
1042,33.4572366,-111.9432952
1043,33.4572318,-111.9428639
1044,33.4594489,-111.9430118
1045,33.4589451,-111.9438827
1046,33.4604037,-111.9437111
1047,33.4604127,-111.9439224
1048,33.4618536,-111.9436553
1049,33.4580549,-111.9493468
1050,33.4580545,-111.9496614
1051,33.4616558,-111.9473577
1052,33.4577607,-111.9470818
1053,33.4592502,-111.9463249
1054,33.4589102,-111.9481962
1055,33.4591084,-111.9449221
1056,33.4619576,-111.9472813
1057,33.4612171,-111.9466373
1058,33.4616321,-111.9474217
1059,33.4616295,-111.9473905
1060,33.4616533,-111.9473976
1061,33.4631711,-111.9449668
1062,33.4607543,-111.9435567
1063,33.4609283,-111.9439258
1064,33.4586939,-111.9422714
1065,33.4572323,-111.9428670
1066,33.4610006,-111.9440387
1067,33.4603820,-111.9460875
1068,33.4619540,-111.9468681
1069,33.4620759,-111.9439415
