Accession/Planting,Most Recent Inventory Date,Status,Inventory Note,Most Recent Measurement Date,Height,Height Unit,Measurement Note,Inventory Latitude,Inventory Longitude
2008-0001-01-16,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,18.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581623,-111.942586
2008-0001-01-17,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4582385,-111.9423071
2008-0001-01-18,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,21.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458283,-111.9423615
2008-0001-01-19,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,13.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458343,-111.9425226
2008-0001-01-2,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4580641,-111.9422466
2008-0001-01-20,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,15.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4583992,-111.9425067
2008-0001-01-21,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,17.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4584062,-111.9425991
2008-0001-01-22,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,21.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4585819,-111.9424698
2008-0001-01-24,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,17.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4584021,-111.9421347
2008-0001-01-25,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,18,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586705,-111.9421697
2008-0001-01-26,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,19.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586882,-111.9421746
2008-0001-01-27,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,12.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588105,-111.9422688
2008-0001-01-28,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588073,-111.9423759
2008-0001-01-29,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,17.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588153,-111.9423733
2008-0001-01-3,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,19,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.45813,-111.9422771
2008-0001-01-30,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588932,-111.9423241
2008-0001-01-35,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,23.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4587511,-111.942591
2008-0001-01-36,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,16.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458672,-111.9426531
2008-0001-01-37,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,22.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458654,-111.9426622
2008-0001-01-38,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,20.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4585199,-111.9427205
2008-0001-01-39,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4583976,-111.9428028
2008-0001-01-4,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,18.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581296,-111.9422909
2008-0001-01-40,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,17.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458407,-111.9428228
2008-0001-01-41,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4582804,-111.9427977
2008-0001-01-42,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,20.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4580983,-111.9428592
2008-0001-01-43,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,18.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458143,-111.9429186
2008-0001-01-44,7/8/2020 0:00,Alive,,7/8/2020 0:00,14.3,feet,2 arms. 0 buds.,33.4581438,-111.9431511
2008-0001-01-45,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,20.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4580993,-111.9432669
2008-0001-01-46,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,17.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4584128,-111.9433457
2008-0001-01-47,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,15.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586107,-111.943251
2008-0001-01-48,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,16.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4584977,-111.9430668
2008-0001-01-49,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,22.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.458499,-111.9430099
2008-0001-01-5,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,4.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581499,-111.9423937
2008-0001-01-50,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4585485,-111.9429223
2008-0001-01-51,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,5.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4585859,-111.9429928
2008-0001-01-52,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4585565,-111.9430782
2008-0001-01-53,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,18.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586438,-111.9429041
2008-0001-01-54,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,20.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588217,-111.9428262
2008-0001-01-55,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,24.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589081,-111.942935
2008-0001-01-56,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,15.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589181,-111.9431712
2008-0001-01-58,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,15.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586971,-111.9432952
2008-0001-01-59,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,7.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586522,-111.9433456
2008-0001-01-6,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,19.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581915,-111.9424294
2008-0001-01-60,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,1.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4580798,-111.9425083
2008-0001-01-61,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,9.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4580549,-111.942337
2008-0001-01-62,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4587055,-111.9431205
2008-0001-01-63,2/26/2020 13:52,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:52,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586838,-111.9430511
2008-0001-01-7,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,16.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581455,-111.9424894
2008-0001-01-9,2/26/2020 13:51,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:51,17.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581393,-111.9425367
2011-0084-01-2,2/26/2020 13:46,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:46,1.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4602118,-111.9434326
2012-0065-01-1,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4589922,-111.9459199
2012-0065-01-10,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,16.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586276,-111.9465631
2012-0065-01-11,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,17.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4609178,-111.9475523
2012-0065-01-13,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,12.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610627,-111.9460571
2012-0065-01-14,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,14.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4611334,-111.9482342
2012-0065-01-15,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,11.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4613845,-111.9479487
2012-0065-01-16,2/26/2020 13:33,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:33,19.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461624,-111.947888
2012-0065-01-17,2/26/2020 13:33,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:33,13.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616914,-111.9479831
2012-0065-01-18,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,9.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617554,-111.948174
2012-0065-01-19,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,8.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619341,-111.9479797
2012-0065-01-2,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,14,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4581166,-111.9459046
2012-0065-01-20,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,13.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620535,-111.9475421
2012-0065-01-22,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,2.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4621057,-111.9466231
2012-0065-01-23,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,5.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4621868,-111.9466003
2012-0065-01-24,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,15.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619344,-111.9468275
2012-0065-01-25,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,23.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617356,-111.946832
2012-0065-01-26,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,17.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617001,-111.9468662
2012-0065-01-27,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,23.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616172,-111.946761
2012-0065-01-28,2/26/2020 13:31,Alive,"Measured tallest of two.. Saguaro Inventory 2020, VN, 2/26/20",2/26/2020 13:31,13.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616978,-111.9466624
2012-0065-01-29,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,19.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615517,-111.9465726
2012-0065-01-3,2/26/2020 13:48,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:48,12.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4573594,-111.9458892
2012-0065-01-30,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,7.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620842,-111.9465452
2012-0065-01-31,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616255,-111.9464951
2012-0065-01-33,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,12.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617747,-111.9458379
2012-0065-01-34,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,20.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4623478,-111.9461555
2012-0065-01-35,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,3.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4623996,-111.9462555
2012-0065-01-36,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,2.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4623597,-111.9465425
2012-0065-01-39,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,16.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610851,-111.9465085
2012-0065-01-4,2/26/2020 13:48,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:48,15.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4575395,-111.9476746
2012-0065-01-41,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,20.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461167,-111.9472488
2012-0065-01-42,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,14.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461861,-111.945818
2012-0065-01-43,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,0.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620226,-111.9465318
2012-0065-01-44,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,20.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.460766,-111.9471734
2012-0065-01-45,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,14.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619389,-111.9467662
2012-0065-01-47,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,7.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620931,-111.9466009
2012-0065-01-49,2/26/2020 13:30,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:30,17.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620155,-111.9469078
2012-0065-01-5,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,13.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4583525,-111.9478121
2012-0065-01-51,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,7.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615772,-111.9461861
2012-0065-01-52,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,18.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4612682,-111.9461261
2012-0065-01-53,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,16.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4622485,-111.9458746
2012-0065-01-54,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,18,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4612252,-111.9461577
2012-0065-01-55,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,12.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4620141,-111.9459893
2012-0065-01-56,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,17.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4606955,-111.9469208
2012-0065-01-57,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,10,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.46203,-111.9459703
2012-0065-01-58,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,22.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610076,-111.9461339
2012-0065-01-6,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,15.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4587674,-111.9476776
2012-0065-01-60,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,21.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619048,-111.9458124
2012-0065-01-61,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,4.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461929,-111.9457499
2012-0065-01-62,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,2.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619056,-111.9457847
2012-0065-01-63,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,2.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616733,-111.9464821
2012-0065-01-65,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,14.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4622824,-111.9468807
2012-0065-01-67,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,17.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4619184,-111.9470308
2012-0065-01-68,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,15.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4618338,-111.9471831
2012-0065-01-69,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,10.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617578,-111.9471614
2012-0065-01-7,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,5.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4587949,-111.9478469
2012-0065-01-70,2/26/2020 13:31,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:31,12.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617043,-111.9471342
2012-0065-01-71,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,10.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461792,-111.9469911
2012-0065-01-72,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,11.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4617384,-111.9470216
2012-0065-01-73,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,10.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4616681,-111.9472462
2012-0065-01-75,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,20.4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615712,-111.9473114
2012-0065-01-76,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,20.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614719,-111.9473223
2012-0065-01-77,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,21.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4615161,-111.9475338
2012-0065-01-78,2/26/2020 13:42,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:42,19.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614808,-111.9474912
2012-0065-01-8,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,16.9,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4586997,-111.9469623
2012-0065-01-80,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,19.1,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610245,-111.948266
2012-0065-01-81,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,20.7,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4613153,-111.9474032
2012-0065-01-82,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,20.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4614588,-111.9472138
2012-0065-01-83,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,14.3,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4613704,-111.9469351
2012-0065-01-84,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,18,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4613635,-111.9468184
2012-0065-01-85,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,15.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.462532,-111.9463248
2012-0065-01-86,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,15.2,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4625332,-111.9461935
2012-0065-01-87,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,14.5,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4625663,-111.9461286
2012-0065-01-88,2/26/2020 13:50,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:50,4,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461103,-111.9481959
2012-0065-01-89,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,3.8,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.461062,-111.9480274
2012-0065-01-9,2/26/2020 13:35,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:35,10,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4588996,-111.9468402
2012-0065-01-90,2/26/2020 13:32,Alive,"Saguaro Inventory 2020, VN, 2/26/20.",2/26/2020 13:32,5.6,feet,"Measured height during Saguaro Inventory 2020, VN, 2/26/20.",33.4610026,-111.9480594
